2493479	2026-05-06 23:28	/home/kei/class_hybrid_a10_snapshot_20260506_232834.tar.gz
604661	2026-05-06 23:18	/home/kei/legacy_class_public_mess_snapshot.tar.gz
352868	2026-04-28 13:54	/home/kei/all_code5.txt
73406	2026-05-06 12:58	/home/kei/.bash_history
25279	2026-03-13 01:20	/home/kei/ucf_alpha_sheet_separation.py
24472	2026-03-13 01:42	/home/kei/ucf_alpha_adaptive_packet_graph.py
23503	2026-03-12 21:25	/home/kei/e8_ucf_alpha_privileged_only.py
22258	2026-03-13 00:37	/home/kei/ucf_alpha_phase_cocycle.py
22094	2026-03-15 00:56	/home/kei/e8_integrated_viability_scan.py
21491	2026-03-13 01:05	/home/kei/ucf_alpha_orbit_aware_cocycle.py
21479	2026-03-12 22:19	/home/kei/e8_ucf_alpha_annealing.py
19407	2026-03-14 14:32	/home/kei/least_coupling_viability_scan.py
17956	2026-03-12 21:14	/home/kei/e8_ucf_alpha_balanced_projection.py
17956	2026-03-12 20:48	/home/kei/e8_simulation.py
16656	2026-03-12 21:38	/home/kei/e8_ucf_alpha_symmetry_breaking.py
16195	2026-03-13 00:25	/home/kei/ucf_alpha_projective_60line.py
14064	2026-03-14 14:40	/home/kei/e8_geometric_leakage.py
12659	2026-03-12 23:57	/home/kei/complex_ucf_alpha_final.py
10633	2026-03-14 16:59	/home/kei/golden_point_search.py
8020	2026-03-13 14:18	/home/kei/erbft_final_judgment.py
7827	2026-05-06 23:12	/home/kei/a10_inventory_class_20260506_231201.tar.gz
4600	2026-03-13 11:29	/home/kei/backup_0312.py
4590	2026-03-21 00:48	/home/kei/samd_fss_v2.py
4203	2026-03-21 01:16	/home/kei/samd_correlation.py
4097	2026-03-13 15:00	/home/kei/erbft_crossover_test.py
4084	2026-03-21 00:25	/home/kei/samd_v23.py
4035	2026-03-21 00:44	/home/kei/samd_fss.py
4005	2026-03-21 00:20	/home/kei/samd_sim.py
3997	2026-05-03 23:03	/home/kei/.bashrc
3650	2026-03-21 00:23	/home/kei/samd_v22.py
3540	2026-03-21 00:30	/home/kei/samd_extreme.py
3461	2026-03-21 00:27	/home/kei/samd_phase.py
3319	2026-03-13 16:11	/home/kei/erbft_universal_control.py
3172	2026-03-13 13:32	/home/kei/ucf_alpha_discovery_137.py
3172	2026-03-13 13:14	/home/kei/ucf_alpha_final_target.py
2500	2026-03-15 21:39	/home/kei/unified_137_solver.py
2206	2026-03-21 00:34	/home/kei/samd_diagnosis.py
2158	2026-03-13 14:02	/home/kei/erbft_diagnostic.py
1664	2026-03-14 18:10	/home/kei/stability.py
807	2026-03-11 21:38	/home/kei/.profile
640	2026-03-23 10:33	/home/kei/nohup_a10.out
290	2026-03-14 17:43	/home/kei/couplings.py
220	2026-03-11 21:38	/home/kei/.bash_logout
45	2026-03-21 16:01	/home/kei/class_pre_unified_a10_stable.tar.gz
20	2026-03-21 22:37	/home/kei/.lesshst
0	2026-05-06 18:56	/home/kei/.motd_shown
0	2026-05-03 18:07	/home/kei/SHA256SUMS.txt
0	2026-03-11 21:46	/home/kei/.sudo_as_admin_successful
